Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
A Christmas Carol,2009,PG,06 Nov 2009,96 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Charles Dickens, Robert Zemeckis","Jim Carrey, Gary Oldman, Colin Firth","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"130,569",tt1067106,movie,N/A,"$137,855,863",N/A,N/A,True,,
A Nightmare on Elm Street,1984,R,16 Nov 1984,91 min,Horror,Wes Craven,Wes Craven,"Heather Langenkamp, Johnny Depp, Robert Englund","Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in rea...",English,United States,6 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.4,"266,377",tt0087800,movie,N/A,"$25,624,448",N/A,N/A,True,,
Honey,2003,PG-13,05 Dec 2003,94 min,"Drama, Music, Romance",Bille Woodruff,"Alonzo Brown, Kim Watson","Jessica Alba, Mekhi Phifer, Romeo Miller","Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",English,United States,8 nominations,https://m.media-amazon.com/images/M/MV5BMmY1MGMwOTctNDg1Ni00YWU2LTg5ZTEtYjE1NmJjZTAyZjVjXkEyXkFqcGdeQXVyOTQ5Njc0MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.3,"47,810",tt0322589,movie,N/A,"$30,308,417",N/A,N/A,True,,
The Real McCoy,1993,PG-13,10 Sep 1993,105 min,"Crime, Drama, Thriller",Russell Mulcahy,"Desmond Lowden, William Davies, William Osborne","Kim Basinger, Val Kilmer, Terence Stamp","A woman is released from prison, an expert bank robber who wants to settle down and go straight, but her parole officer and her former employer try to get her to pull one more heist.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BM2YwNjM0MDItMzYzYS00Yzc3LWE3M2YtOTU2OTdmYWYyYjlkXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",N/A,5.5,"9,723",tt0107927,movie,N/A,"$6,484,246",N/A,N/A,True,,
Emma,1996,PG,30 Aug 1996,120 min,"Comedy, Drama, Romance",Douglas McGrath,"Jane Austen, Douglas McGrath","Gwyneth Paltrow, James Cosmo, Greta Scacchi","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",English,"United Kingdom, United States",Won 1 Oscar. 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"42,100",tt0116191,movie,N/A,"$22,231,658",N/A,N/A,True,,
Breathing Room,2008,Not Rated,30 Sep 2008,89 min,"Horror, Mystery, Thriller","John Suits, Gabriel Cowan","John Suits, Gabriel Cowan","Ailsa Marshall, Michael McLafferty, David Higlen","Tonya, among 13 strangers, participates in a lethal game; find exit using clues, pieces. Collared players get eliminated one by one during 'curfew'. Dead bodies reveal one player is the killer. Uncover the murderer's identity.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg4NzkxNzIyNF5BMl5BanBnXkFtZTcwNDg1NTU3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,"3,725",tt1220706,movie,13 May 1997,N/A,Arrow Releasing,N/A,True,,
Trust,2010,R,28 Apr 2011,106 min,"Crime, Drama, Mystery",David Schwimmer,"Andy Bellin, Robert Festinger","Clive Owen, Catherine Keener, Liana Liberato",A teenage girl is targeted by an online sexual predator.,English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzM2Mjc0Nzc4NF5BMl5BanBnXkFtZTcwNDk0MjY0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.9,"44,399",tt1529572,movie,N/A,"$120,016",N/A,N/A,True,,
Trespass,2011,R,21 Oct 2011,91 min,"Crime, Drama, Mystery",Joel Schumacher,Karl Gajdusek,"Nicolas Cage, Nicole Kidman, Cam Gigandet","As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",English,"United States, Bulgaria",2 nominations,https://m.media-amazon.com/images/M/MV5BMTM4NTc0Mzk5N15BMl5BanBnXkFtZTcwNDA4NDUyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.3,"45,873",tt1674784,movie,N/A,"$24,094",N/A,N/A,True,,
Wuthering Heights,1939,Approved,07 Apr 1939,104 min,"Drama, Romance",William Wyler,"Charles MacArthur, Ben Hecht, Emily Brontë","Merle Oberon, Laurence Olivier, David Niven",A servant in the house of Wuthering Heights tells a traveler the unfortunate tale of lovers Cathy and Heathcliff.,English,United States,Won 1 Oscar. 7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMDAxZDkzNTktYzQyMi00YmRlLWFmYWQtY2Q4ZTQyMGFlMzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}]",N/A,7.5,"20,041",tt0032145,movie,N/A,"$624,643",N/A,N/A,True,,
Safe House,2012,R,10 Feb 2012,115 min,"Action, Thriller",Daniel Espinosa,David Guggenheim,"Denzel Washington, Ryan Reynolds, Robert Patrick","A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.","English, Afrikaans","United States, Japan",1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"239,549",tt1599348,movie,N/A,"$126,373,434",N/A,N/A,True,,
Project X,2012,R,02 Mar 2012,88 min,Comedy,Nima Nourizadeh,"Matt Drake, Michael Bacall","Thomas Mann, Oliver Cooper, Jonathan Daniel Brown","Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",English,United States,5 nominations,https://m.media-amazon.com/images/M/MV5BMTc1MTk0Njg4OF5BMl5BanBnXkFtZTcwODc0ODkyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"237,630",tt1636826,movie,N/A,"$54,731,865",N/A,N/A,True,,
Hamlet,1996,PG-13,25 Dec 1996,242 min,Drama,Kenneth Branagh,"William Shakespeare, Kenneth Branagh","Kenneth Branagh, Julie Christie, Derek Jacobi","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",English,"United Kingdom, United States",Nominated for 4 Oscars. 9 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BNGQ0OGUyMTctNzk4ZS00YmY5LTlmNWYtMWIyZWYwZjRmOWIzXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.7,"40,407",tt0116477,movie,N/A,"$4,708,156",N/A,N/A,True,,
Night of the Demons,1988,R,14 Oct 1988,90 min,"Comedy, Fantasy, Horror",Kevin Tenney,Joe Augustyn,"Cathy Podewell, Alvin Alexis, Hal Havins","Ten teenagers party at an abandoned funeral parlor on Halloween night. When an evil force awakens, demonic spirits keep them from leaving and turn their gathering into a living Hell.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjU2Y2VmMGYtN2Y3OC00OGMwLWFlYTMtOTRlMTE5NDgwODU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.1,"19,605",tt0093624,movie,N/A,"$3,109,904",N/A,N/A,True,,
Treasure Island,1950,PG,19 Jul 1950,96 min,"Adventure, Family",Byron Haskin,"Lawrence Edward Watkin, Robert Louis Stevenson","Bobby Driscoll, Robert Newton, Basil Sydney",The treasure seeking adventures of young Jim Hawkins and pirate captain Long John Silver.,English,"United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BYzFlMzUxN2UtNGJhMi00NjJkLTk0M2YtNjk5NjRlN2YxNTgxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,6.9,"9,642",tt0043067,movie,25 Apr 2006,"$4,087,500",N/A,N/A,True,,
A Christmas Carol,2009,PG,06 Nov 2009,96 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Charles Dickens, Robert Zemeckis","Jim Carrey, Gary Oldman, Colin Firth","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"130,569",tt1067106,movie,N/A,"$137,855,863",N/A,N/A,True,,
Hope Springs,2012,PG-13,08 Aug 2012,100 min,"Comedy, Drama, Romance",David Frankel,Vanessa Taylor,"Meryl Streep, Tommy Lee Jones, Steve Carell","After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",English,"United States, Canada",2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.3,"44,719",tt1535438,movie,N/A,"$63,536,011",N/A,N/A,True,,
Samsara,2011,PG-13,23 Aug 2012,102 min,"Documentary, Music",Ron Fricke,"Ron Fricke, Mark Magidson","Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi","Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",None,"United States, Indonesia, Singapore, Thailand, Kenya, Denmark, Brazil, Jordan, United Arab Emirates, Saudi Arabia, South Africa, Italy, Ghana, Egypt, China, Japan, South Korea",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BNjY3NzM4MTI5NF5BMl5BanBnXkFtZTcwMjk3NTA5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.4,"38,329",tt0770802,movie,N/A,"$2,672,413",N/A,N/A,True,,
April Fool's Day,1986,R,28 Mar 1986,89 min,"Horror, Mystery",Fred Walton,Danilo Bach,"Deborah Foreman, Griffin O'Neal, Clayton Rohner","Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BYjI5ODIxYjktMGU3Ny00MmZmLWIyYzUtMmQ0ZjIzNzUwNWVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.1,"18,511",tt0090655,movie,N/A,"$12,947,763",N/A,N/A,True,,
Promised Land,2012,R,04 Jan 2013,106 min,Drama,Gus Van Sant,"John Krasinski, Matt Damon, Dave Eggers","Matt Damon, Frances McDormand, John Krasinski","A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources.",English,"United States, United Arab Emirates",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTQxNDYzNzgyOF5BMl5BanBnXkFtZTcwNTU0NTI1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"40,178",tt2091473,movie,N/A,"$7,597,898",N/A,N/A,True,,
First Daughter,2004,PG,24 Sep 2004,106 min,"Comedy, Drama, Romance",Forest Whitaker,"Jessica Bendinger, Jerry O'Connell, Kate Kondell","Katie Holmes, Marc Blucas, Michael Keaton",The daughter of the U.S. President heads off to college where she falls for a graduate student with a secret.,"English, French",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk5MDI5NTE4N15BMl5BanBnXkFtZTYwNjQ0NTE3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.1,"27,920",tt0361620,movie,N/A,"$9,055,921",N/A,N/A,True,,
Wish You Were Here,2012,R,07 Jun 2013,89 min,"Drama, Mystery, Thriller",Kieran Darcy-Smith,"Kieran Darcy-Smith, Felicity Price","Joel Edgerton, Teresa Palmer, Felicity Price","Two Australian couples, two sisters, are on vacation in Southern Cambodia. Jeremy goes missing. What happened? Were drugs involved? Secrets are slowly revealed after the 3 return to Sydney.","English, Vietnamese, Central Khmer",Australia,10 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BMTYzNzY5Njg1MV5BMl5BanBnXkFtZTcwNzU0OTIzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,5.9,"6,210",tt1684925,movie,N/A,"$46,347",N/A,N/A,True,,
Hamlet,1996,PG-13,25 Dec 1996,242 min,Drama,Kenneth Branagh,"William Shakespeare, Kenneth Branagh","Kenneth Branagh, Julie Christie, Derek Jacobi","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",English,"United Kingdom, United States",Nominated for 4 Oscars. 9 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BNGQ0OGUyMTctNzk4ZS00YmY5LTlmNWYtMWIyZWYwZjRmOWIzXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",N/A,7.7,"40,407",tt0116477,movie,N/A,"$4,708,156",N/A,N/A,True,,
Spin,2005,N/A,11 Aug 2005,8 min,"Short, Comedy, Fantasy",Jamin Winans,Jamin Winans,"Raymond Andrew Bailey, Cesar Bejarano, Brandon Carrillo",A mysterious DJ is sent to a city block to mend a series of chain reactions that occur in our everyday lives.,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMTY0OWFlZTQtNDg1MC00NDA2LWE2YWEtZWE1OGE5YmY2ZDE4XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"1,608",tt0479164,movie,N/A,N/A,N/A,N/A,True,,
Rush,2013,R,27 Sep 2013,123 min,"Action, Biography, Drama",Ron Howard,Peter Morgan,"Daniel Brühl, Chris Hemsworth, Olivia Wilde","James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.","English, German, Italian, French, Japanese, Spanish","United Kingdom, United States",Won 1 BAFTA Award6 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.1,"520,977",tt1979320,movie,N/A,"$26,947,624",N/A,N/A,True,,
A Christmas Carol,2009,PG,06 Nov 2009,96 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Charles Dickens, Robert Zemeckis","Jim Carrey, Gary Oldman, Colin Firth","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"130,569",tt1067106,movie,N/A,"$137,855,863",N/A,N/A,True,,
A Christmas Carol,2009,PG,06 Nov 2009,96 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Charles Dickens, Robert Zemeckis","Jim Carrey, Gary Oldman, Colin Firth","Ebenezer Scrooge, a miserly old moneylender is visited by three Christmas spirits on Christmas Eve. Scrooge embarks on a journey of self-redemption to mend his miserly ways",English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM1MTI5ODU4MV5BMl5BanBnXkFtZTcwNTYyNTU4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"130,569",tt1067106,movie,N/A,"$137,855,863",N/A,N/A,True,,
Fade to Black,1980,R,14 Oct 1980,102 min,"Comedy, Crime, Horror",Vernon Zimmerman,Vernon Zimmerman,"Dennis Christopher, Tim Thomerson, Gwynne Gilford","A shy, lonely film buff embarks on a killing spree against those who browbeat and betray him, all the while stalking his idol, a Marilyn Monroe lookalike.",English,United States,2 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMzM3ZGFhNjktNGRlNy00ZmEyLWE0NWMtYjBkZmIzM2RjM2E5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,"5,188",tt0080711,movie,N/A,N/A,N/A,N/A,True,,
The Final Cut,2004,PG-13,11 Nov 2004,95 min,"Drama, Sci-Fi, Thriller",Omar Naim,Omar Naim,"Robin Williams, Jim Caviezel, Mira Sorvino","Set in a world with memory recording implants, Alan Hakman is a cutter, someone with the power of final edit over people's recorded histories. His latest assignment is one that puts him in danger.",English,"United States, Canada, Germany",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjkxNjA4NjM0M15BMl5BanBnXkFtZTcwMTU3MDcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.1,"34,743",tt0364343,movie,N/A,"$551,281",N/A,N/A,True,,
Beauty and the Beast,1991,G,22 Nov 1991,84 min,"Animation, Family, Fantasy","Gary Trousdale, Kirk Wise","Linda Woolverton, Brenda Chapman, Chris Sanders","Paige O'Hara, Robby Benson, Jesse Corti",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,"English, French","United States, Japan",Won 2 Oscars. 33 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,8.0,"484,536",tt0101414,movie,N/A,"$218,967,620",N/A,N/A,True,,
Out of the Blue,1980,R,01 Apr 1982,94 min,Drama,Dennis Hopper,"Leonard Yakir, Brenda Nielson, Dennis Hopper","Linda Manz, Dennis Hopper, Sharon Farrell",A young girl whose father is an ex-convict and whose mother is a junkie finds it difficult to conform and tries to find comfort in a quirky combination of Elvis and the punk scene.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BM2Q3MDJmZDktZTBhZi00N2QxLWJkMjQtM2QxNmQ5MTAzOTBjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.2,"4,090",tt0081291,movie,N/A,N/A,N/A,N/A,True,,
All of Me,1984,PG,21 Sep 1984,93 min,"Comedy, Fantasy, Romance",Carl Reiner,"Edwin Davis, Henry Olek, Phil Alden Robinson","Steve Martin, Lily Tomlin, Victoria Tennant","Dying millionaire Edwina Cutwater has her soul transferred into the body of younger, willing Terry Hoskins. However, something goes wrong, and she finds herself in her lawyer Roger Cobb's body - together with the lawyer.","English, Hebrew",United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BZDgyZWQ1ZWUtMjQxZS00MzlkLWEzYWEtZjllZTI1OTk0Mjg5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.7,"20,051",tt0086873,movie,N/A,"$36,403,064",N/A,N/A,True,,
